사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20200102,경춘선,남춘천,2939,3155,20200105
20200102,경춘선,춘천,1514,1331,20200105
20200102,수인선,달월,76,51,20200105
20200102,수인선,월곶,2607,2515,20200105
20200102,수인선,소래포구,4655,4213,20200105
20200102,수인선,인천논현,6285,6688,20200105
20200102,수인선,호구포,3713,3800,20200105
20200102,수인선,남동인더스파크,2157,2414,20200105
20200102,수인선,원인재,4506,4656,20200105
20200102,수인선,연수,4954,4948,20200105
20200102,수인선,송도,2754,2558,20200105
20200102,수인선,인하대,5524,5315,20200105
20200102,수인선,숭의,3985,3759,20200105
20200102,수인선,신포,1941,1956,20200105
20200102,수인선,인천,992,1675,20200105
20200102,경강선,판교,4966,4843,20200105
20200102,경강선,이매,1200,1021,20200105
20200102,경강선,삼동,2473,2170,20200105
20200102,경강선,경기광주,7612,7113,20200105
20200102,경강선,초월,2848,2769,20200105
20200102,경강선,곤지암,2060,2156,20200105
20200102,경강선,신둔도예촌,1266,1120,20200105
20200102,경강선,이천,2690,3004,20200105
20200102,경강선,부발,1821,1652,20200105
20200102,경강선,세종대왕릉,319,279,20200105
20200102,경강선,여주,1880,1747,20200105
20200102,5호선,방화,7690,7286,20200105
20200102,5호선,개화산,6272,5936,20200105
20200102,5호선,김포공항,8515,8178,20200105
20200102,5호선,송정,7806,7161,20200105
20200102,5호선,마곡,7983,7485,20200105
20200102,5호선,발산,21120,21393,20200105
20200102,5호선,우장산,16576,16352,20200105
20200102,5호선,화곡,32168,29814,20200105
20200102,5호선,까치산,32357,30881,20200105
20200102,5호선,신정(은행정),15241,11711,20200105
20200102,5호선,목동,19773,21525,20200105
20200102,5호선,오목교(목동운동장앞),26539,28743,20200105
20200102,5호선,양평,7950,7876,20200105
20200102,5호선,영등포구청,4228,4265,20200105
20200102,5호선,영등포시장,10803,11289,20200105
20200102,5호선,신길,3911,4384,20200105
20200102,5호선,여의도,29489,30935,20200105
20200102,5호선,여의나루,8145,8751,20200105
20200102,5호선,마포,15972,16337,20200105
20200102,5호선,공덕,15677,16832,20200105
20200102,5호선,애오개,8256,8250,20200105
20200102,5호선,충정로(경기대입구),4998,5057,20200105
20200102,5호선,서대문,20906,21616,20200105
20200102,5호선,광화문(세종문화회관),38226,40379,20200105
20200102,5호선,종로3가,17306,16601,20200105
20200102,5호선,을지로4가,6568,6814,20200105
20200102,5호선,동대문역사문화공원,3524,4151,20200105
20200102,5호선,청구,4485,4007,20200105
20200102,5호선,신금호,7015,7051,20200105
20200102,5호선,행당,9197,8248,20200105
20200102,5호선,왕십리(성동구청),5036,5745,20200105
20200102,5호선,마장,6308,6003,20200105
20200102,5호선,답십리,17807,16339,20200105
20200102,5호선,장한평,20581,20571,20200105
20200102,5호선,군자(능동),11784,12826,20200105
20200102,5호선,아차산(어린이대공원후문),14863,14392,20200105
20200102,5호선,광나루(장신대),14691,13291,20200105
20200102,5호선,천호(풍납토성),20832,21750,20200105
20200102,5호선,강동,22470,19427,20200105
20200102,5호선,길동,8013,8609,20200105
20200102,5호선,굽은다리(강동구민회관앞),10127,9590,20200105
20200102,5호선,명일,9333,9585,20200105
20200102,5호선,고덕,10677,10649,20200105
20200102,5호선,상일동,16880,14354,20200105
20200102,5호선,둔촌동,9265,9410,20200105
20200102,5호선,올림픽공원(한국체대),4422,3922,20200105
20200102,5호선,방이,8089,8304,20200105
20200102,5호선,오금,3904,3897,20200105
20200102,5호선,개롱,7523,7760,20200105
20200102,5호선,거여,8822,8140,20200105
20200102,5호선,마천,5480,5637,20200105
20200102,6호선,응암,18944,18609,20200105
20200102,6호선,역촌,4268,4797,20200105
20200102,6호선,불광,5017,5036,20200105
20200102,6호선,독바위,3055,3221,20200105
20200102,6호선,구산,8258,6416,20200105
20200102,6호선,새절(신사),14342,13562,20200105
20200102,6호선,증산(명지대앞),11015,10704,20200105
20200102,6호선,디지털미디어시티,15425,16866,20200105
20200102,6호선,월드컵경기장(성산),5014,5258,20200105
20200102,6호선,마포구청,15521,13972,20200105
20200102,6호선,망원,15105,16254,20200105
20200102,6호선,합정,14538,14197,20200105
20200102,6호선,상수,10279,11671,20200105
20200102,6호선,광흥창(서강),10685,10330,20200105
20200102,6호선,대흥(서강대앞),8959,9597,20200105
20200102,6호선,공덕,20931,20541,20200105
20200102,6호선,효창공원앞,7444,6805,20200105
20200102,6호선,삼각지,6891,5925,20200105
20200102,6호선,녹사평(용산구청),5559,5632,20200105
20200102,6호선,이태원,13788,14854,20200105
20200102,6호선,한강진,8081,9576,20200105
20200102,6호선,버티고개,2626,2449,20200105
20200102,6호선,약수,4014,4152,20200105
20200102,6호선,청구,4005,4302,20200105
20200102,6호선,신당,8116,8744,20200105
20200102,6호선,동묘앞,8129,8597,20200105
20200102,6호선,창신,3967,3144,20200105
20200102,6호선,보문,7700,7192,20200105
20200102,6호선,안암(고대병원앞),12296,12961,20200105
20200102,6호선,고려대(종암),9431,9251,20200105
20200102,6호선,월곡(동덕여대),13061,12764,20200105
20200102,6호선,상월곡(한국과학기술연구원),7457,6811,20200105
20200102,6호선,돌곶이,9572,8945,20200105
20200102,6호선,석계,13741,14170,20200105
20200102,6호선,태릉입구,5829,6683,20200105
20200102,6호선,화랑대(서울여대입구),13311,10102,20200105
20200102,6호선,봉화산(서울의료원),10867,9684,20200105
20200102,7호선,장암,2585,832,20200105
20200102,7호선,도봉산,9587,10966,20200105
20200102,7호선,수락산,13676,13631,20200105
20200102,7호선,마들,13244,12600,20200105
20200102,7호선,노원,23653,24935,20200105
20200102,7호선,중계,16312,14863,20200105
20200102,7호선,하계,20011,19001,20200105
20200102,7호선,공릉(서울과학기술대),12852,12726,20200105
20200102,7호선,태릉입구,8800,8277,20200105
20200102,7호선,먹골,11138,10878,20200105
20200102,7호선,중화,12234,11796,20200105
20200102,7호선,상봉(시외버스터미널),18478,17539,20200105
20200102,7호선,면목,16517,16077,20200105
20200102,7호선,사가정,16914,16854,20200105
20200102,7호선,용마산,6500,6037,20200105
20200102,7호선,중곡,10749,9974,20200105
20200102,7호선,군자(능동),15815,12596,20200105
20200102,7호선,어린이대공원(세종대),12742,12743,20200105
20200102,7호선,건대입구,15499,16705,20200105
20200102,7호선,뚝섬유원지,7903,7593,20200105
20200102,7호선,청담,22667,25402,20200105
20200102,7호선,강남구청,17578,19535,20200105
20200102,7호선,학동,25655,27954,20200105
20200102,7호선,논현,22503,24636,20200105
20200102,7호선,반포,6680,6615,20200105
20200102,7호선,고속터미널,21345,17051,20200105
20200102,7호선,내방,15677,16096,20200105
20200102,7호선,이수,17758,17655,20200105
20200102,7호선,남성,12702,11879,20200105
20200102,7호선,숭실대입구(살피재),13711,14010,20200105
20200102,7호선,상도,11816,11687,20200105
20200102,7호선,장승배기,11356,11132,20200105
20200102,7호선,신대방삼거리,18174,17493,20200105
20200102,7호선,보라매,10195,10428,20200105
20200102,7호선,신풍,12217,11524,20200105
20200102,7호선,대림(구로구청),9694,9550,20200105
20200102,7호선,남구로,18259,19214,20200105
20200102,7호선,가산디지털단지,48928,49299,20200105
20200102,7호선,철산,25304,25710,20200105
20200102,7호선,광명사거리,26911,26027,20200105
20200102,7호선,천왕,11013,9918,20200105
20200102,7호선,온수(성공회대입구),11343,10733,20200105
20200102,7호선,까치울,7929,7466,20200105
20200102,7호선,부천종합운동장,5069,4196,20200105
20200102,7호선,춘의,10439,10300,20200105
20200102,7호선,신중동,16345,15856,20200105
20200102,7호선,부천시청,13710,13654,20200105
20200102,7호선,상동,15154,15620,20200105
20200102,7호선,삼산체육관,5666,5145,20200105
20200102,7호선,굴포천,10057,10608,20200105
20200102,7호선,부평구청,13146,10593,20200105
20200102,8호선,암사,20546,17954,20200105
20200102,8호선,천호(풍납토성),18937,21912,20200105
20200102,8호선,강동구청,11800,12125,20200105
20200102,8호선,몽촌토성(평화의문),6054,6467,20200105
20200102,8호선,잠실(송파구청),17458,19917,20200105
20200102,8호선,석촌,8758,9960,20200105
20200102,8호선,가락시장,8292,9874,20200105
20200102,8호선,문정,22705,23677,20200105
20200102,8호선,장지,19646,18552,20200105
20200102,8호선,복정,11516,9735,20200105
20200102,8호선,산성,5708,5694,20200105
20200102,8호선,남한산성입구(성남법원.검찰청),14674,13146,20200105
20200102,8호선,단대오거리,11228,10837,20200105
20200102,8호선,신흥,5178,5544,20200105
20200102,8호선,수진,5927,5564,20200105
20200102,8호선,모란,4832,3583,20200105
20200102,9호선,개화,3118,2121,20200105
20200102,9호선,김포공항,8929,12381,20200105
20200102,9호선,공항시장,3015,3343,20200105
20200102,9호선,신방화,7458,7266,20200105
20200102,9호선,마곡나루,10987,10896,20200105
20200102,9호선,양천향교,9631,9910,20200105
20200102,9호선,가양,22026,21718,20200105
20200102,9호선,증미,7544,7788,20200105
20200102,9호선,등촌,11444,11532,20200105
20200102,9호선,염창,18607,18081,20200105
20200102,9호선,신목동,4218,3862,20200105
20200102,9호선,선유도,7955,7822,20200105
20200102,9호선,당산,19721,19545,20200105
20200102,9호선,국회의사당,17564,17569,20200105
20200102,9호선,여의도,26301,25487,20200105
20200102,9호선,샛강,5903,6313,20200105
20200102,9호선,노량진,30571,31459,20200105
20200102,9호선,노들,4861,4176,20200105
20200102,9호선,흑석(중앙대입구),9453,10090,20200105
20200102,9호선,동작(현충원),2290,2017,20200105
20200102,9호선,구반포,3253,3391,20200105
20200102,9호선,신반포,3226,3324,20200105
20200102,9호선,고속터미널,14460,19400,20200105
20200102,9호선,사평,3567,3519,20200105
20200102,9호선,신논현,39166,39799,20200105
20200102,공항철도 1호선,서울역,14563,11779,20200105
20200102,공항철도 1호선,공덕,2741,3602,20200105
20200102,공항철도 1호선,홍대입구,12860,12436,20200105
20200102,공항철도 1호선,디지털미디어시티,15588,13744,20200105
20200102,공항철도 1호선,마곡나루,7672,6905,20200105
20200102,공항철도 1호선,김포공항,10898,6974,20200105
20200102,공항철도 1호선,계양,10924,9754,20200105
20200102,공항철도 1호선,검암,8743,8146,20200105
20200102,공항철도 1호선,청라국제도시,7481,6909,20200105
20200102,공항철도 1호선,운서,7562,8105,20200105
20200102,공항철도 1호선,공항화물청사,2669,3006,20200105
20200102,공항철도 1호선,인천공항1터미널,16233,16860,20200105
20200102,공항철도 1호선,인천공항2터미널,5982,5497,20200105
20200102,공항철도 1호선,영종,3022,3036,20200105
20200102,9호선2~3단계,언주,10594,10766,20200105
20200102,9호선2~3단계,선정릉,9739,10489,20200105
20200102,9호선2~3단계,삼성중앙,6955,7205,20200105
20200102,9호선2~3단계,봉은사,19242,19476,20200105
20200102,9호선2~3단계,종합운동장,4789,4474,20200105
20200102,9호선2~3단계,삼전,6319,6340,20200105
20200102,9호선2~3단계,석촌고분,5595,5622,20200105
20200102,9호선2~3단계,석촌,7641,6610,20200105
20200102,9호선2~3단계,송파나루,4327,4559,20200105
20200102,9호선2~3단계,한성백제,2404,2231,20200105
20200102,9호선2~3단계,올림픽공원(한국체대),5431,5290,20200105
20200102,9호선2~3단계,둔촌오륜,1130,1022,20200105
20200102,9호선2~3단계,중앙보훈병원,10286,9400,20200105
20200102,우이신설선,북한산우이,2558,2282,20200105
20200102,우이신설선,솔밭공원,2436,2375,20200105
20200102,우이신설선,4.19민주묘지,2734,2560,20200105
20200102,우이신설선,가오리,4228,4157,20200105
20200102,우이신설선,화계,3420,3275,20200105
20200102,우이신설선,삼양,2151,2234,20200105
20200102,우이신설선,삼양사거리,2526,2638,20200105
20200102,우이신설선,솔샘,6085,5705,20200105
20200102,우이신설선,북한산보국문,5997,5731,20200105
20200102,우이신설선,정릉,4494,4137,20200105
20200102,우이신설선,성신여대입구(돈암),3632,4176,20200105
20200102,우이신설선,보문,1597,1564,20200105
20200102,우이신설선,신설동,2144,2148,20200105
20200103,우이신설선,삼양,2188,2308,20200106
20200103,우이신설선,삼양사거리,2643,2710,20200106
20200103,우이신설선,솔샘,6338,5658,20200106
20200103,우이신설선,북한산보국문,6470,5956,20200106
20200103,우이신설선,신설동,2227,2259,20200106
20200103,우이신설선,보문,1570,1587,20200106
20200103,우이신설선,성신여대입구(돈암),3740,4298,20200106
20200103,1호선,서울역,66013,60775,20200106
20200103,1호선,시청,30288,30898,20200106
20200103,1호선,종각,53006,52135,20200106
20200103,1호선,종로3가,39369,37568,20200106
20200103,1호선,종로5가,30778,30873,20200106
20200103,1호선,동대문,13288,14731,20200106
20200103,1호선,신설동,17199,16573,20200106
20200103,1호선,제기동,21868,22412,20200106
20200103,1호선,청량리(서울시립대입구),26167,26603,20200106
20200103,1호선,동묘앞,9841,10175,20200106
20200103,2호선,시청,31852,30071,20200106
20200103,2호선,을지로입구,60498,60824,20200106
20200103,2호선,을지로3가,27164,27684,20200106
20200103,2호선,을지로4가,16303,16133,20200106
20200103,2호선,동대문역사문화공원,19438,22961,20200106
20200103,2호선,신당,16262,16803,20200106
20200103,2호선,상왕십리,16551,15716,20200106
20200103,2호선,왕십리(성동구청),21008,18171,20200106
20200103,2호선,한양대,10065,10801,20200106
20200103,2호선,뚝섬,22462,23637,20200106
20200103,2호선,성수,36162,39585,20200106
20200103,2호선,건대입구,47496,54406,20200106
20200103,2호선,구의(광진구청),27871,26827,20200106
20200103,2호선,강변(동서울터미널),47485,46480,20200106
20200103,2호선,잠실나루,18754,17947,20200106
20200103,2호선,잠실(송파구청),95193,92634,20200106
20200103,2호선,잠실새내,27882,28393,20200106
20200103,2호선,종합운동장,9904,10994,20200106
20200103,2호선,삼성(무역센터),71064,71867,20200106
20200103,2호선,선릉,66502,59573,20200106
20200103,2호선,역삼,59087,66668,20200106
20200103,2호선,강남,126036,132511,20200106
20200103,2호선,교대(법원.검찰청),41435,47168,20200106
20200103,2호선,서초,24409,24276,20200106
20200103,2호선,방배,20889,21244,20200106
20200103,2호선,사당,48252,53045,20200106
20200103,2호선,낙성대,32861,30836,20200106
20200103,2호선,서울대입구(관악구청),58647,55953,20200106
20200103,2호선,봉천,28360,25802,20200106
20200103,2호선,신림,76792,74880,20200106
20200103,2호선,신대방,31384,29424,20200106
20200103,2호선,구로디지털단지,73974,74596,20200106
20200103,2호선,대림(구로구청),31028,31363,20200106
20200103,2호선,신도림,62801,62386,20200106
20200103,2호선,문래,24430,24936,20200106
20200103,2호선,영등포구청,26703,27070,20200106
20200103,2호선,당산,23616,26876,20200106
20200103,2호선,합정,38511,41981,20200106
20200103,2호선,홍대입구,89087,99670,20200106
20200103,2호선,신촌,51847,53776,20200106
20200103,2호선,이대,18750,19345,20200106
20200103,2호선,아현,12051,11359,20200106
20200103,2호선,충정로(경기대입구),12217,12779,20200106
20200103,2호선,용답,2996,2968,20200106
20200103,2호선,신답,1859,2068,20200106
20200103,2호선,신설동,4585,4589,20200106
20200103,2호선,도림천,1376,1452,20200106
20200103,2호선,양천구청,8245,8577,20200106
20200103,2호선,신정네거리,10915,11318,20200106
20200103,2호선,용두(동대문구청),2710,2803,20200106
20200103,3호선,지축,2136,2225,20200106
20200103,3호선,구파발,24746,22782,20200106
20200103,3호선,연신내,46449,44268,20200106
20200103,3호선,불광,19376,20773,20200106
20200103,3호선,녹번,16068,13844,20200106
20200103,3호선,홍제,20597,19358,20200106
20200103,3호선,무악재,4562,4571,20200106
20200103,3호선,독립문,8531,8636,20200106
20200103,3호선,경복궁(정부서울청사),27754,27280,20200106
20200103,3호선,안국,28369,29379,20200106
20200103,3호선,종로3가,12961,16385,20200106
20200103,3호선,을지로3가,13798,14521,20200106
20200103,3호선,충무로,1,0,20200106
20200103,3호선,동대입구,10670,11699,20200106
20200103,3호선,약수,15542,14912,20200106
20200103,3호선,금호,9831,8920,20200106
20200103,3호선,옥수,10817,10921,20200106
20200103,3호선,압구정,41656,45086,20200106
20200103,3호선,신사,39476,43942,20200106
20200103,3호선,잠원,7302,6887,20200106
20200103,3호선,고속터미널,62892,63136,20200106
20200103,3호선,교대(법원.검찰청),16935,11032,20200106
20200103,3호선,남부터미널(예술의전당),37616,37595,20200106
20200103,3호선,양재(서초구청),47845,50358,20200106
20200103,3호선,매봉,13639,13162,20200106
20200103,3호선,도곡,6615,6466,20200106
20200103,3호선,대치,14743,14319,20200106
20200103,3호선,학여울,2600,2635,20200106
20200103,3호선,대청,11658,10619,20200106
20200103,3호선,일원,11640,11129,20200106
20200103,3호선,수서,21576,20813,20200106
20200103,3호선,가락시장,11701,11430,20200106
20200103,3호선,경찰병원,9217,9217,20200106
20200103,3호선,오금,7610,6610,20200106
20200103,4호선,당고개,14381,12931,20200106
20200103,4호선,상계,23204,20692,20200106
20200103,4호선,노원,24579,28917,20200106
20200103,4호선,창동,32294,34073,20200106
20200103,4호선,쌍문,36204,31956,20200106
20200103,4호선,수유(강북구청),41737,42277,20200106
20200103,4호선,미아(서울사이버대학),18009,16833,20200106
20200103,4호선,미아사거리,33837,32770,20200106
20200103,4호선,길음,24881,23212,20200106
20200103,4호선,성신여대입구(돈암),25367,23976,20200106
20200103,4호선,한성대입구(삼선교),16011,15247,20200106
20200103,4호선,혜화,43045,44550,20200106
20200103,4호선,동대문,24963,25520,20200106
20200103,4호선,동대문역사문화공원,25665,22877,20200106
20200103,4호선,충무로,35065,36338,20200106
20200103,4호선,명동,38821,41290,20200106
20200103,4호선,회현(남대문시장),33238,35682,20200106
20200103,4호선,서울역,16192,26730,20200106
20200103,4호선,숙대입구(갈월),16692,16463,20200106
20200103,4호선,삼각지,5574,6404,20200106
20200103,4호선,신용산,19970,20416,20200106
20200103,4호선,이촌(국립중앙박물관),9973,10940,20200106
20200103,4호선,동작(현충원),2553,2769,20200106
20200103,4호선,총신대입구(이수),24245,26827,20200106
20200103,4호선,사당,31954,27658,20200106
20200103,4호선,남태령,1600,1325,20200106
20200103,경부선,서울역,8504,1846,20200106
20200103,경부선,남영,11459,11970,20200106
20200103,경부선,용산,44974,45216,20200106
20200103,경부선,노량진,12152,11559,20200106
20200103,경부선,대방,15893,16125,20200106
20200103,경부선,영등포,53778,56902,20200106
20200103,경부선,신도림,4340,4496,20200106
20200103,경부선,신길,10669,8765,20200106
20200103,경부선,구로,20860,21262,20200106
20200103,경부선,가산디지털단지,20529,23685,20200106
20200103,경부선,금천구청,13725,13086,20200106
20200103,경부선,석수,12188,10242,20200106
20200103,경부선,관악,8890,8054,20200106
20200103,경부선,안양,26554,26893,20200106
20200103,경부선,명학,10258,9697,20200106
20200103,경부선,금정,30084,30685,20200106
20200103,경부선,군포,8393,8095,20200106
20200103,경부선,의왕,10162,9791,20200106
20200103,경부선,성균관대,16337,16032,20200106
20200103,경부선,화서,8820,8162,20200106
20200103,경부선,수원,44456,47848,20200106
20200103,경부선,독산,18775,19390,20200106
20200103,경부선,세류,4031,3626,20200106
20200103,경부선,병점,16956,16270,20200106
20200103,경부선,세마,3015,2604,20200106
20200103,경부선,오산대,3421,2919,20200106
20200103,경부선,오산,11168,10731,20200106
20200103,경부선,진위,1916,1467,20200106
20200103,경부선,송탄,5032,4580,20200106
20200103,경부선,서정리,6140,5714,20200106
20200103,경부선,지제,2942,2546,20200106
20200103,경부선,평택,14404,13489,20200106
20200103,경부선,성환,4074,3608,20200106
20200103,경부선,직산,1005,842,20200106
20200103,경부선,두정,5702,5748,20200106
20200103,경부선,천안,6174,6510,20200106
20200103,경부선,당정,7618,7071,20200106
20200103,경부선,서동탄,1984,1594,20200106
20200103,경부선,광명,3720,2817,20200106
20200103,경인선,개봉,25616,25305,20200106
20200103,경인선,오류동,13696,12582,20200106
20200103,경인선,역곡,32988,32251,20200106
20200103,경인선,부천,41021,42599,20200106
20200103,경인선,송내,34124,33471,20200106
20200103,경인선,부평,39107,44132,20200106
20200103,경인선,백운,8953,8481,20200106
20200103,경인선,동암,19031,18974,20200106
20200103,경인선,주안,24155,21731,20200106
20200103,경인선,제물포,12163,11070,20200106
20200103,경인선,동인천,17983,16762,20200106
20200103,경인선,인천,3936,3068,20200106
20200103,경인선,구일,7585,7460,20200106
20200103,경인선,소사,11137,10705,20200106
20200103,경인선,부개,10201,9362,20200106
20200103,경인선,간석,7354,6945,20200106
20200103,경인선,도원,4235,4476,20200106
20200103,경인선,온수(성공회대입구),7447,7424,20200106
20200103,경인선,중동,10866,10033,20200106
20200103,경인선,도화,4696,4055,20200106
20200103,경원선,이촌(국립중앙박물관),4595,3541,20200106
20200103,경원선,서빙고,2121,2107,20200106
20200103,경원선,한남,5039,4969,20200106
20200103,경원선,옥수,60,30,20200106
20200103,경원선,응봉,2000,1679,20200106
20200103,경원선,왕십리(성동구청),17362,19586,20200106
20200103,경원선,청량리(서울시립대입구),18679,19544,20200106
20200103,경원선,외대앞,10214,9760,20200106
20200103,경원선,신이문,10177,8953,20200106
20200103,경원선,석계,10558,11747,20200106
20200103,경원선,광운대,9757,9054,20200106
20200103,경원선,월계,6915,6306,20200106
20200103,경원선,녹천,5235,4377,20200106
20200103,경원선,창동,1,0,20200106
20200103,경원선,방학,10911,10548,20200106
20200103,경원선,도봉,6648,6222,20200106
20200103,경원선,도봉산,8115,4867,20200106
20200103,경원선,망월사,8313,8157,20200106
20200103,경원선,회룡,14475,13961,20200106
20200103,경원선,의정부,22560,24113,20200106
20200103,경원선,가능,7370,7058,20200106
20200103,경원선,녹양,5463,5030,20200106
20200103,경원선,양주,9643,8559,20200106
20200103,경원선,덕계,2628,2286,20200106
20200103,경원선,덕정,6487,6179,20200106
20200103,경원선,지행,7938,7906,20200106
20200103,경원선,동두천중앙,3937,3759,20200106
20200103,경원선,보산,1935,1518,20200106
20200103,경원선,동두천,2462,2861,20200106
20200103,경원선,소요산,3254,2938,20200106
20200103,안산선,산본,20969,22457,20200106
20200103,안산선,대야미,5619,4912,20200106
20200103,안산선,반월,5373,4935,20200106
20200103,안산선,상록수,21192,20568,20200106
20200103,안산선,한대앞,9213,8904,20200106
20200103,안산선,중앙,18746,20768,20200106
20200103,안산선,고잔,9344,9028,20200106
20200103,안산선,초지,4558,4315,20200106
20200103,안산선,안산,14419,12717,20200106
20200103,안산선,신길온천,1770,1583,20200106
20200103,안산선,정왕,8432,8604,20200106
20200103,안산선,오이도,10850,10268,20200106
20200103,안산선,수리산,4980,3683,20200106
20200103,과천선,선바위,10557,8620,20200106
20200103,과천선,경마공원,8145,8317,20200106
20200103,과천선,대공원,2619,2703,20200106
20200103,과천선,과천,5952,5296,20200106
20200103,과천선,정부과천청사,12535,12336,20200106
20200103,과천선,인덕원,28912,29177,20200106
20200103,과천선,평촌,20967,20670,20200106
20200103,과천선,범계,33156,32998,20200106
20200103,분당선,선릉,14556,23802,20200106
20200103,분당선,한티,17545,18427,20200106
20200103,분당선,도곡,7996,7930,20200106
20200103,분당선,구룡,1545,1513,20200106
20200103,분당선,개포동,4155,4300,20200106
20200103,분당선,대모산입구,3791,3436,20200106
20200103,분당선,수서,16925,17198,20200106
20200103,분당선,수원,9988,7134,20200106
20200103,분당선,서울숲,9719,9767,20200106
20200103,분당선,압구정로데오,20260,23415,20200106
20200103,분당선,강남구청,11495,13124,20200106
20200103,분당선,선정릉,9403,9968,20200106
20200103,분당선,가천대,8030,8776,20200106
20200103,분당선,태평,15700,15462,20200106
20200103,분당선,모란,24068,24684,20200106
20200103,분당선,야탑,33522,35380,20200106
20200103,분당선,서현,34042,34695,20200106
20200103,분당선,수내,16534,16425,20200106
20200103,분당선,정자,20520,22061,20200106
20200103,분당선,미금,19842,21255,20200106
20200103,분당선,오리,14653,12093,20200106
20200103,분당선,이매,6789,6626,20200106
20200103,분당선,보정,3126,2677,20200106
20200103,분당선,죽전,17411,18419,20200106
20200103,분당선,구성,5847,5707,20200106
20200103,분당선,신갈,5785,5591,20200106
20200103,분당선,기흥,11815,10974,20200106
20200103,분당선,상갈,6685,6157,20200106
20200103,분당선,청명,5247,4626,20200106
20200103,분당선,영통,10939,11059,20200106
20200103,분당선,망포,16845,15152,20200106
20200103,분당선,매탄권선,5494,4901,20200106
20200103,분당선,수원시청,13410,16738,20200106
20200103,분당선,매교,2813,3092,20200106
20200103,일산선,원흥,10678,9606,20200106
20200103,일산선,삼송,20853,19462,20200106
20200103,일산선,원당,12940,12289,20200106
20200103,일산선,화정,21456,22314,20200106
20200103,일산선,대곡,1880,1347,20200106
20200103,일산선,백석,12510,12663,20200106
20200103,일산선,마두,9545,9901,20200106
20200103,일산선,정발산,9481,10424,20200106
20200103,일산선,주엽,11100,11382,20200106
20200103,일산선,대화,16778,12870,20200106
20200103,중앙선,회기,29042,27628,20200106
20200103,중앙선,중랑,6323,5901,20200106
20200103,중앙선,상봉(시외버스터미널),6808,6515,20200106
20200103,중앙선,망우,8819,8353,20200106
20200103,중앙선,양원,1651,1630,20200106
20200103,중앙선,구리,15691,16063,20200106
20200103,중앙선,도농,11161,9752,20200106
20200103,중앙선,양정,869,760,20200106
20200103,중앙선,덕소,6739,6686,20200106
20200103,중앙선,도심,2989,2343,20200106
20200103,중앙선,팔당,827,801,20200106
20200103,중앙선,운길산,651,589,20200106
20200103,중앙선,양수,1918,1905,20200106
20200103,중앙선,신원,186,163,20200106
20200103,중앙선,국수,825,826,20200106
20200103,중앙선,아신,579,566,20200106
20200103,중앙선,오빈,313,309,20200106
20200103,중앙선,양평,4166,4297,20200106
20200103,중앙선,원덕,383,389,20200106
20200103,중앙선,용문,1978,2120,20200106
20200103,중앙선,지평,58,43,20200106
20200103,장항선,봉명,1383,1317,20200106
20200103,장항선,쌍용(나사렛대),2181,1973,20200106
20200103,장항선,아산,3160,2952,20200106
20200103,장항선,배방,1133,996,20200106
20200103,장항선,온양온천,5042,4938,20200106
20200103,장항선,신창(순천향대),1413,1147,20200106
20200103,경의선,서울역,5170,6674,20200106
20200103,경의선,신촌,1062,1422,20200106
20200103,경의선,효창공원앞,3242,3702,20200106
20200103,경의선,공덕,4262,3720,20200106
20200103,경의선,서강대,2487,2366,20200106
20200103,경의선,홍대입구,2376,3012,20200106
20200103,경의선,가좌,6008,5509,20200106
20200103,경의선,디지털미디어시티,2678,2527,20200106
20200103,경의선,수색,2576,2688,20200106
20200103,경의선,화전,1824,1712,20200106
20200103,경의선,강매,3330,2696,20200106
20200103,경의선,행신,9273,8782,20200106
20200103,경의선,능곡,4062,3636,20200106
20200103,경의선,곡산,632,632,20200106
20200103,경의선,백마,7949,7271,20200106
20200103,경의선,풍산,6161,5533,20200106
20200103,경의선,일산,11153,10902,20200106
20200103,경의선,탄현,8574,8364,20200106
20200103,경의선,야당,6309,6009,20200106
20200103,경의선,운정,6831,6347,20200106
20200103,경의선,금릉,5225,5076,20200106
20200103,경의선,금촌,7601,7575,20200106
20200103,경의선,월롱,2447,2012,20200106
20200103,경의선,파주,1538,975,20200106
20200103,경의선,문산,6326,6535,20200106
20200103,경의선,서울역,1,0,20200106
20200103,경의선,계양,1,0,20200106
20200103,경의선,검암,2,0,20200106
20200103,경춘선,신내,1474,1481,20200106
20200103,경춘선,갈매,3195,2660,20200106
20200103,경춘선,별내,2902,2828,20200106
20200103,경춘선,퇴계원,4143,3727,20200106
20200103,경춘선,사릉,3706,3465,20200106
20200103,경춘선,금곡,1770,1696,20200106
20200103,경춘선,평내호평,6474,6382,20200106
20200103,경춘선,천마산,1705,1572,20200106
20200103,경춘선,마석,4420,4323,20200106
20200103,경춘선,대성리,539,660,20200106
20200103,경춘선,청평,2164,2197,20200106
20200103,경춘선,상천,255,265,20200106
20200103,경춘선,가평,1960,2064,20200106
20200103,경춘선,굴봉산,130,145,20200106
20200103,경춘선,백양리,297,341,20200106
20200103,경춘선,강촌,426,409,20200106
20200103,경춘선,김유정,339,385,20200106
20200103,경춘선,남춘천,2981,2963,20200106
20200103,경춘선,춘천,1698,1456,20200106
20200103,수인선,달월,77,52,20200106
20200103,수인선,월곶,2571,2330,20200106
20200103,수인선,소래포구,5053,4781,20200106
20200103,수인선,인천논현,6859,7234,20200106
